task,train_size,lr,strat,stop_ep,gap,max_jump,roughness,room_after_decide,_cid
cifar10,300,0.001,smart_meta,12,0.022100001573562622,0.13512381303200516,0.04326151047297197,0.005928840784156675,61
cifar10,300,0.001,param,11,0.022100001573562622,0.13512381303200516,0.04326151047297197,0.005928840784156675,61
cifar10,2000,0.0003,early,31,0.010700017213821411,0.29285441618346697,0.06659550837126661,0.05818340782753528,62
cifar10,2000,0.0003,smart_trend,12,0.06389999389648438,0.29285441618346697,0.06659550837126661,0.05818340782753528,62
cifar10,2000,0.0003,smart_meta,12,0.06389999389648438,0.29285441618346697,0.06659550837126661,0.05818340782753528,62
cifar10,2000,0.0003,param,11,0.06389999389648438,0.29285441618346697,0.06659550837126661,0.05818340782753528,62
cifar10,6000,0.005,early,10,0.025499999523162842,0.08170214990427127,0.024601538538717,0.01749761676651307,63
cifar10,6000,0.005,smart_trend,11,0.025499999523162842,0.08170214990427127,0.024601538538717,0.01749761676651307,63
cifar10,6000,0.005,smart_meta,11,0.025499999523162842,0.08170214990427127,0.024601538538717,0.01749761676651307,63
cifar10,6000,0.005,param,11,0.025499999523162842,0.08170214990427127,0.024601538538717,0.01749761676651307,63
cifar10,800,0.001,early,29,0.038599997758865356,0.13102660050206227,0.04188858753166628,0.03985008606618179,64
cifar10,800,0.001,smart_trend,16,0.05089998245239258,0.13102660050206227,0.04188858753166628,0.03985008606618179,64
cifar10,800,0.001,smart_meta,15,0.05979999899864197,0.13102660050206227,0.04188858753166628,0.03985008606618179,64
cifar10,800,0.001,param,11,0.06009998917579651,0.13102660050206227,0.04188858753166628,0.03985008606618179,64
cifar10,300,0.0005,early,16,0.024800002574920654,0.03567303462359994,0.014818220668289311,0.0511215171222168,65
cifar10,300,0.0005,smart_trend,11,0.024800002574920654,0.03567303462359994,0.014818220668289311,0.0511215171222168,65
cifar10,300,0.0005,smart_meta,11,0.024800002574920654,0.03567303462359994,0.014818220668289311,0.0511215171222168,65
cifar10,300,0.0005,param,11,0.024800002574920654,0.03567303462359994,0.014818220668289311,0.0511215171222168,65
cifar10,300,0.0003,early,49,0.012500017881393433,0.0673098953191853,0.021770091099288454,0.08323393533955603,66
cifar10,300,0.0003,smart_trend,11,0.09600001573562622,0.0673098953191853,0.021770091099288454,0.08323393533955603,66
cifar10,300,0.0003,smart_meta,18,0.08160001039505005,0.0673098953191853,0.021770091099288454,0.08323393533955603,66
cifar10,300,0.0003,param,11,0.09600001573562622,0.0673098953191853,0.021770091099288454,0.08323393533955603,66
cifar10,2000,0.003,early,14,0.02120000123977661,0.06720825723450874,0.031232921022485705,0.03339622521579577,67
cifar10,2000,0.003,smart_trend,11,0.02120000123977661,0.06720825723450874,0.031232921022485705,0.03339622521579577,67
cifar10,2000,0.003,smart_meta,11,0.02120000123977661,0.06720825723450874,0.031232921022485705,0.03339622521579577,67
cifar10,2000,0.003,param,11,0.02120000123977661,0.06720825723450874,0.031232921022485705,0.03339622521579577,67
cifar10,300,0.005,early,21,0.034900009632110596,0.3641687673512871,0.10623141934435938,0.023978722084639914,68
cifar10,300,0.005,smart_trend,13,0.06050001084804535,0.3641687673512871,0.10623141934435938,0.023978722084639914,68
cifar10,300,0.005,smart_meta,12,0.054300010204315186,0.3641687673512871,0.10623141934435938,0.023978722084639914,68
cifar10,300,0.005,param,11,0.054300010204315186,0.3641687673512871,0.10623141934435938,0.023978722084639914,68
cifar10,300,0.0005,early,22,0.0268000066280365,0.05981436709324672,0.030543080070743637,0.0283741380609962,69
cifar10,300,0.0005,smart_trend,14,0.04300001263618469,0.05981436709324672,0.030543080070743637,0.0283741380609962,69
cifar10,300,0.0005,smart_meta,15,0.04150000214576721,0.05981436709324672,0.030543080070743637,0.0283741380609962,69
cifar10,300,0.0005,param,12,0.03999999165534973,0.05981436709324672,0.030543080070743637,0.0283741380609962,69
cifar10,2000,0.003,early,20,0.03530000150203705,0.046864514979817584,0.022903150930738015,0.029115952959361757,70
cifar10,2000,0.003,smart_trend,12,0.032200008630752563,0.046864514979817584,0.022903150930738015,0.029115952959361757,70
cifar10,2000,0.003,smart_meta,11,0.032200008630752563,0.046864514979817584,0.022903150930738015,0.029115952959361757,70
cifar10,2000,0.003,param,11,0.032200008630752563,0.046864514979817584,0.022903150930738015,0.029115952959361757,70
cifar10,2000,0.005,early,22,0.005300015211105347,0.23559815366549852,0.10801449855281499,0.021662385886766056,71
cifar10,2000,0.005,smart_trend,11,0.034600019454956055,0.23559815366549852,0.10801449855281499,0.021662385886766056,71
cifar10,2000,0.005,smart_meta,12,0.023900002241134644,0.23559815366549852,0.10801449855281499,0.021662385886766056,71
cifar10,2000,0.005,param,11,0.034600019454956055,0.23559815366549852,0.10801449855281499,0.021662385886766056,71
cifar10,6000,0.005,early,24,0.007500007748603821,0.07590954093345614,0.025902623047556656,0.031044843763067043,72
cifar10,6000,0.005,smart_trend,11,0.019800007343292236,0.07590954093345614,0.025902623047556656,0.031044843763067043,72
cifar10,6000,0.005,smart_meta,11,0.019800007343292236,0.07590954093345614,0.025902623047556656,0.031044843763067043,72
cifar10,6000,0.005,param,11,0.019800007343292236,0.07590954093345614,0.025902623047556656,0.031044843763067043,72
cifar10,300,0.0003,early,57,0.0026999711990356445,0.025194427588343893,0.01019127050048513,0.09973470362671555,73
cifar10,300,0.0003,smart_trend,11,0.12049998342990875,0.025194427588343893,0.01019127050048513,0.09973470362671555,73
cifar10,300,0.0003,smart_meta,13,0.12139998376369476,0.025194427588343893,0.01019127050048513,0.09973470362671555,73
cifar10,300,0.0003,param,11,0.12049998342990875,0.025194427588343893,0.01019127050048513,0.09973470362671555,73
cifar10,800,0.003,early,25,0.0,0.0968674015984029,0.028324224287978178,0.02795880606814416,74
cifar10,800,0.003,smart_trend,11,0.03919999301433563,0.0968674015984029,0.028324224287978178,0.02795880606814416,74
cifar10,800,0.003,smart_meta,11,0.03919999301433563,0.0968674015984029,0.028324224287978178,0.02795880606814416,74
cifar10,800,0.003,param,11,0.03919999301433563,0.0968674015984029,0.028324224287978178,0.02795880606814416,74
cifar10,800,0.005,early,15,0.02959999442100525,0.45571811815397023,0.12755384801148983,0.0,75
cifar10,800,0.005,smart_trend,12,0.02959999442100525,0.45571811815397023,0.12755384801148983,0.0,75
cifar10,800,0.005,smart_meta,12,0.02959999442100525,0.45571811815397023,0.12755384801148983,0.0,75
cifar10,800,0.005,param,11,0.02959999442100525,0.45571811815397023,0.12755384801148983,0.0,75
cifar10,2000,0.0005,early,63,0.007100015878677368,0.025848267050125218,0.009388306846959115,0.09532681255008735,76
cifar10,2000,0.0005,smart_trend,11,0.0804000049829483,0.025848267050125218,0.009388306846959115,0.09532681255008735,76
cifar10,2000,0.0005,smart_meta,11,0.0804000049829483,0.025848267050125218,0.009388306846959115,0.09532681255008735,76
cifar10,2000,0.0005,param,11,0.0804000049829483,0.025848267050125218,0.009388306846959115,0.09532681255008735,76
cifar10,6000,0.005,early,21,0.008000001311302185,0.0608915191800764,0.017150808561181,0.015345426773343829,77
cifar10,6000,0.005,smart_trend,11,0.011800006031990051,0.0608915191800764,0.017150808561181,0.015345426773343829,77
cifar10,6000,0.005,smart_meta,11,0.011800006031990051,0.0608915191800764,0.017150808561181,0.015345426773343829,77
cifar10,6000,0.005,param,11,0.011800006031990051,0.0608915191800764,0.017150808561181,0.015345426773343829,77
cifar10,2000,0.0005,early,57,0.011599987745285034,0.03746288316386337,0.010077515163960566,0.06971945406492741,78
cifar10,2000,0.0005,smart_trend,16,0.06530000269412994,0.03746288316386337,0.010077515163960566,0.06971945406492741,78
cifar10,2000,0.0005,smart_meta,16,0.06530000269412994,0.03746288316386337,0.010077515163960566,0.06971945406492741,78
cifar10,2000,0.0005,param,11,0.07680000364780426,0.03746288316386337,0.010077515163960566,0.06971945406492741,78
cifar10,2000,0.001,early,35,0.0015999972820281982,0.05859690388304084,0.02280382810971905,0.04486089127047965,79
cifar10,2000,0.001,smart_trend,11,0.04349997639656067,0.05859690388304084,0.02280382810971905,0.04486089127047965,79
cifar10,2000,0.001,smart_meta,11,0.04349997639656067,0.05859690388304084,0.02280382810971905,0.04486089127047965,79
cifar10,2000,0.001,param,11,0.04349997639656067,0.05859690388304084,0.02280382810971905,0.04486089127047965,79
cifar10,2000,0.001,early,25,0.026500016450881958,0.03071325639264355,0.016728593803442843,0.05573253181981064,80
cifar10,2000,0.001,smart_trend,16,0.025499999523162842,0.03071325639264355,0.016728593803442843,0.05573253181981064,80
cifar10,2000,0.001,smart_meta,14,0.0390000194311142,0.03071325639264355,0.016728593803442843,0.05573253181981064,80
cifar10,2000,0.001,param,11,0.04900000989437103,0.03071325639264355,0.016728593803442843,0.05573253181981064,80
cifar10,300,0.0003,early,23,0.02860000729560852,0.10137324675642301,0.03918991461176771,0.061824084224087694,81
cifar10,300,0.0003,smart_trend,16,0.04770001769065857,0.10137324675642301,0.03918991461176771,0.061824084224087694,81
cifar10,300,0.0003,smart_meta,20,0.02860000729560852,0.10137324675642301,0.03918991461176771,0.061824084224087694,81
cifar10,300,0.0003,param,11,0.09170001745223999,0.10137324675642301,0.03918991461176771,0.061824084224087694,81
cifar10,300,0.005,early,16,0.017900004982948303,0.2303435640833693,0.07859727384293003,0.012234841022812248,82
cifar10,300,0.005,smart_trend,14,0.017900004982948303,0.2303435640833693,0.07859727384293003,0.012234841022812248,82
cifar10,300,0.005,smart_meta,11,0.017900004982948303,0.2303435640833693,0.07859727384293003,0.012234841022812248,82
cifar10,300,0.005,param,11,0.017900004982948303,0.2303435640833693,0.07859727384293003,0.012234841022812248,82
cifar10,800,0.001,early,32,0.025400012731552124,0.0455690483701936,0.017207825940394352,0.08352554940778578,83
cifar10,800,0.001,smart_trend,17,0.08160001039505005,0.0455690483701936,0.017207825940394352,0.08352554940778578,83
cifar10,800,0.001,smart_meta,13,0.07829999923706055,0.0455690483701936,0.017207825940394352,0.08352554940778578,83
cifar10,800,0.001,param,11,0.08290000259876251,0.0455690483701936,0.017207825940394352,0.08352554940778578,83
cifar10,2000,0.001,early,27,0.0268000066280365,0.04065538299246263,0.02199029250804569,0.038264743755777264,84
cifar10,2000,0.001,smart_trend,12,0.0421999990940094,0.04065538299246263,0.02199029250804569,0.038264743755777264,84
cifar10,2000,0.001,smart_meta,11,0.04490000009536743,0.04065538299246263,0.02199029250804569,0.038264743755777264,84
cifar10,2000,0.001,param,11,0.04490000009536743,0.04065538299246263,0.02199029250804569,0.038264743755777264,84
cifar10,2000,0.0005,early,23,0.012899994850158691,0.10622731723543155,0.04264921024154113,0.05398946803788507,85
cifar10,2000,0.0005,smart_trend,13,0.03600001335144043,0.10622731723543155,0.04264921024154113,0.05398946803788507,85
cifar10,2000,0.0005,smart_meta,11,0.03600001335144043,0.10622731723543155,0.04264921024154113,0.05398946803788507,85
cifar10,2000,0.0005,param,11,0.03600001335144043,0.10622731723543155,0.04264921024154113,0.05398946803788507,85
cifar10,800,0.0005,early,38,0.027799993753433228,0.022821108183042838,0.009035220404036435,0.0912602970622417,86
cifar10,800,0.0005,smart_trend,11,0.12049999833106995,0.022821108183042838,0.009035220404036435,0.0912602970622417,86
cifar10,800,0.0005,smart_meta,12,0.12049999833106995,0.022821108183042838,0.009035220404036435,0.0912602970622417,86
cifar10,800,0.0005,param,11,0.12049999833106995,0.022821108183042838,0.009035220404036435,0.0912602970622417,86
cifar10,300,0.001,early,36,0.011600002646446228,0.025949929630251,0.009705091968568225,0.05537464970079431,87
cifar10,300,0.001,smart_trend,11,0.06780000030994415,0.025949929630251,0.009705091968568225,0.05537464970079431,87
cifar10,300,0.001,smart_meta,11,0.06780000030994415,0.025949929630251,0.009705091968568225,0.05537464970079431,87
cifar10,300,0.001,param,11,0.06780000030994415,0.025949929630251,0.009705091968568225,0.05537464970079431,87
cifar10,800,0.005,early,15,0.040800005197525024,0.3509586224137524,0.11211419777806537,0.0,88
cifar10,800,0.005,smart_trend,12,0.040800005197525024,0.3509586224137524,0.11211419777806537,0.0,88
cifar10,800,0.005,smart_meta,11,0.040800005197525024,0.3509586224137524,0.11211419777806537,0.0,88
cifar10,800,0.005,param,11,0.040800005197525024,0.3509586224137524,0.11211419777806537,0.0,88
cifar10,800,0.0005,early,40,0.024399995803833008,0.03292164312604384,0.015521197171395915,0.08857312813996288,89
cifar10,800,0.0005,smart_trend,17,0.07339999079704285,0.03292164312604384,0.015521197171395915,0.08857312813996288,89
cifar10,800,0.0005,smart_meta,15,0.0899999737739563,0.03292164312604384,0.015521197171395915,0.08857312813996288,89
cifar10,800,0.0005,param,11,0.09759998321533203,0.03292164312604384,0.015521197171395915,0.08857312813996288,89
cifar10,2000,0.001,early,23,0.020999997854232788,0.15873991738225368,0.05116859661710439,0.030701633132454886,90
cifar10,2000,0.001,smart_trend,12,0.032799988985061646,0.15873991738225368,0.05116859661710439,0.030701633132454886,90
cifar10,2000,0.001,smart_meta,14,0.032799988985061646,0.15873991738225368,0.05116859661710439,0.030701633132454886,90
cifar10,2000,0.001,param,11,0.029300004243850708,0.15873991738225368,0.05116859661710439,0.030701633132454886,90
cifar10,800,0.0005,early,58,0.023000001907348633,0.0216441319429318,0.0070951730059205355,0.07472122802450165,91
cifar10,800,0.0005,smart_trend,11,0.09129999577999115,0.0216441319429318,0.0070951730059205355,0.07472122802450165,91
cifar10,800,0.0005,smart_meta,11,0.09129999577999115,0.0216441319429318,0.0070951730059205355,0.07472122802450165,91
cifar10,800,0.0005,param,11,0.09129999577999115,0.0216441319429318,0.0070951730059205355,0.07472122802450165,91
cifar10,2000,0.0005,early,23,0.041999995708465576,0.02890751299116301,0.014493322045414444,0.07375613165224826,92
cifar10,2000,0.0005,smart_trend,12,0.06059998273849487,0.02890751299116301,0.014493322045414444,0.07375613165224826,92
cifar10,2000,0.0005,smart_meta,11,0.06859996914863586,0.02890751299116301,0.014493322045414444,0.07375613165224826,92
cifar10,2000,0.0005,param,11,0.06859996914863586,0.02890751299116301,0.014493322045414444,0.07375613165224826,92
cifar10,6000,0.005,early,11,0.01680000126361847,0.05470169804367142,0.015203484815078255,0.02931705777353022,93
cifar10,6000,0.005,smart_trend,11,0.01680000126361847,0.05470169804367142,0.015203484815078255,0.02931705777353022,93
cifar10,6000,0.005,smart_meta,11,0.01680000126361847,0.05470169804367142,0.015203484815078255,0.02931705777353022,93
cifar10,6000,0.005,param,11,0.01680000126361847,0.05470169804367142,0.015203484815078255,0.02931705777353022,93
cifar10,300,0.005,early,22,0.041099995374679565,0.2409276756914206,0.06094681917418051,0.030887123461965316,94
cifar10,300,0.005,smart_trend,16,0.049300000071525574,0.2409276756914206,0.06094681917418051,0.030887123461965316,94
cifar10,300,0.005,smart_meta,16,0.049300000071525574,0.2409276756914206,0.06094681917418051,0.030887123461965316,94
cifar10,300,0.005,param,11,0.05609999597072601,0.2409276756914206,0.06094681917418051,0.030887123461965316,94
cifar10,800,0.005,early,34,0.00769999623298645,0.1643889510445946,0.031050696884654134,0.08786245563160333,95
cifar10,800,0.005,smart_trend,11,0.07019999623298645,0.1643889510445946,0.031050696884654134,0.08786245563160333,95
cifar10,800,0.005,smart_meta,15,0.04719999432563782,0.1643889510445946,0.031050696884654134,0.08786245563160333,95
cifar10,800,0.005,param,11,0.07019999623298645,0.1643889510445946,0.031050696884654134,0.08786245563160333,95
cifar10,300,0.003,early,21,0.04479999840259552,0.20993719477982542,0.09065650909735204,0.02891176521183514,96
cifar10,300,0.003,smart_trend,11,0.06689999997615814,0.20993719477982542,0.09065650909735204,0.02891176521183514,96
cifar10,300,0.003,smart_meta,13,0.061900004744529724,0.20993719477982542,0.09065650909735204,0.02891176521183514,96
cifar10,300,0.003,param,11,0.06689999997615814,0.20993719477982542,0.09065650909735204,0.02891176521183514,96
cifar10,300,0.0003,early,80,0.019199997186660767,0.012381355330368549,0.004350133357436476,0.13137003057850705,97
cifar10,300,0.0003,smart_trend,11,0.1436000019311905,0.012381355330368549,0.004350133357436476,0.13137003057850705,97
cifar10,300,0.0003,smart_meta,11,0.1436000019311905,0.012381355330368549,0.004350133357436476,0.13137003057850705,97
cifar10,300,0.0003,param,11,0.1436000019311905,0.012381355330368549,0.004350133357436476,0.13137003057850705,97
cifar10,2000,0.001,early,44,0.0,2.7650421906222356e-05,1.694639180067872e-05,0.0008292031375387587,98
cifar10,2000,0.001,smart_trend,11,0.0,2.7650421906222356e-05,1.694639180067872e-05,0.0008292031375387587,98
cifar10,2000,0.001,smart_meta,11,0.0,2.7650421906222356e-05,1.694639180067872e-05,0.0008292031375387587,98
cifar10,2000,0.001,param,11,0.0,2.7650421906222356e-05,1.694639180067872e-05,0.0008292031375387587,98
cifar10,800,0.0005,early,46,0.0,0.094039914845222,0.03268751783270057,0.0844306543879938,99
cifar10,800,0.0005,smart_trend,21,0.04409998655319214,0.094039914845222,0.03268751783270057,0.0844306543879938,99
cifar10,800,0.0005,smart_meta,20,0.04409998655319214,0.094039914845222,0.03268751783270057,0.0844306543879938,99
cifar10,800,0.0005,param,11,0.060200005769729614,0.094039914845222,0.03268751783270057,0.0844306543879938,99
california,6000,0.0003,early,38,0.03422972251613321,0.06563373523519406,0.043071345975653944,0.14817576442637526,100
california,6000,0.0003,smart_trend,23,0.05066623294918349,0.06563373523519406,0.043071345975653944,0.14817576442637526,100
california,6000,0.0003,smart_meta,23,0.05066623294918349,0.06563373523519406,0.043071345975653944,0.14817576442637526,100
california,6000,0.0003,param,11,0.09491394759167637,0.06563373523519406,0.043071345975653944,0.14817576442637526,100
california,2000,0.003,early,7,0.3638003660384912,0.27062700527172256,0.022799311650656684,1.241683882163191,101
california,2000,0.003,smart_trend,11,0.3638003660384912,0.27062700527172256,0.022799311650656684,1.241683882163191,101
california,2000,0.003,smart_meta,11,0.3638003660384912,0.27062700527172256,0.022799311650656684,1.241683882163191,101
california,2000,0.003,param,11,0.3638003660384912,0.27062700527172256,0.022799311650656684,1.241683882163191,101
california,2000,0.0003,early,140,0.0,0.010595537972401925,0.004285132852219871,0.191446932788493,102
california,2000,0.0003,smart_trend,28,0.0787316623294918,0.010595537972401925,0.004285132852219871,0.191446932788493,102
california,2000,0.0003,smart_meta,25,0.08545285347974874,0.010595537972401925,0.004285132852219871,0.191446932788493,102
california,2000,0.0003,param,11,0.13428624877272255,0.010595537972401925,0.004285132852219871,0.191446932788493,102
california,2000,0.0003,early,7,0.0,0.9246310619371134,0.3336762202286008,0.0,103
california,2000,0.0003,smart_trend,11,0.0,0.9246310619371134,0.3336762202286008,0.0,103
california,2000,0.0003,smart_meta,11,0.0,0.9246310619371134,0.3336762202286008,0.0,103
california,2000,0.0003,param,11,0.0,0.9246310619371134,0.3336762202286008,0.0,103
california,6000,0.001,early,28,0.01962533482036466,0.2051232887265967,0.026227141386470497,0.12866564751212534,104
california,6000,0.001,smart_trend,19,0.02889740436767807,0.2051232887265967,0.026227141386470497,0.12866564751212534,104
california,6000,0.001,smart_meta,25,0.01962533482036466,0.2051232887265967,0.026227141386470497,0.12866564751212534,104
california,6000,0.001,param,20,0.0225263090165575,0.2051232887265967,0.026227141386470497,0.12866564751212534,104
california,6000,0.005,early,18,0.020015918861467696,1.720093811675668,0.11855918554642907,0.04298980523039192,105
california,6000,0.005,smart_trend,16,0.020015918861467696,1.720093811675668,0.11855918554642907,0.04298980523039192,105
california,6000,0.005,smart_meta,17,0.020015918861467696,1.720093811675668,0.11855918554642907,0.04298980523039192,105
california,6000,0.005,param,11,0.031032176117894883,1.720093811675668,0.11855918554642907,0.04298980523039192,105
california,6000,0.0003,early,129,0.0026266598034448974,0.009552036937838237,0.0034473403847489425,0.18327842979816694,106
california,6000,0.0003,smart_trend,29,0.07089431591790818,0.009552036937838237,0.0034473403847489425,0.18327842979816694,106
california,6000,0.0003,smart_meta,20,0.09229820221720186,0.009552036937838237,0.0034473403847489425,0.18327842979816694,106
california,6000,0.0003,param,11,0.12108343580504632,0.009552036937838237,0.0034473403847489425,0.18327842979816694,106
california,6000,0.0005,early,33,0.023283360500252703,0.10506414679434328,0.03150356236031616,0.18569420603265951,107
california,6000,0.0005,smart_trend,20,0.0415269715080977,0.10506414679434328,0.03150356236031616,0.18569420603265951,107
california,6000,0.0005,smart_meta,11,0.07950141553947787,0.10506414679434328,0.03150356236031616,0.18569420603265951,107
california,6000,0.0005,param,11,0.07950141553947787,0.10506414679434328,0.03150356236031616,0.18569420603265951,107
california,800,0.005,early,29,0.04169971975178011,0.05452331348642381,0.023892652284478257,0.29873703831628373,108
california,800,0.005,smart_trend,27,0.04169971975178011,0.05452331348642381,0.023892652284478257,0.29873703831628373,108
california,800,0.005,smart_meta,11,0.1548369746537408,0.05452331348642381,0.023892652284478257,0.29873703831628373,108
california,800,0.005,param,11,0.1548369746537408,0.05452331348642381,0.023892652284478257,0.29873703831628373,108
california,800,0.001,early,115,0.011683991535359817,0.004718571264646698,0.003391448918144162,0.20150907866652173,109
california,800,0.001,smart_trend,29,0.0969813501482264,0.004718571264646698,0.003391448918144162,0.20150907866652173,109
california,800,0.001,smart_meta,28,0.0980828019102633,0.004718571264646698,0.003391448918144162,0.20150907866652173,109
california,800,0.001,param,13,0.15486204447748952,0.004718571264646698,0.003391448918144162,0.20150907866652173,109
california,800,0.005,early,48,0.029036479929842596,0.01000943987748959,0.004455247800530386,0.1393342375723582,110
california,800,0.005,smart_trend,19,0.08171733058804453,0.01000943987748959,0.004455247800530386,0.1393342375723582,110
california,800,0.005,smart_meta,18,0.08171733058804453,0.01000943987748959,0.004455247800530386,0.1393342375723582,110
california,800,0.005,param,11,0.10875313372796858,0.01000943987748959,0.004455247800530386,0.1393342375723582,110
california,300,0.005,early,32,0.03248131678534327,0.07878257086692886,0.03319082894896224,0.16438484194828012,111
california,300,0.005,smart_trend,18,0.07159257723507495,0.07878257086692886,0.03319082894896224,0.16438484194828012,111
california,300,0.005,smart_meta,18,0.07159257723507495,0.07878257086692886,0.03319082894896224,0.16438484194828012,111
california,300,0.005,param,22,0.04572473714814085,0.07878257086692886,0.03319082894896224,0.16438484194828012,111
california,800,0.001,early,26,0.11064499985701626,0.007854254213312983,0.004136991808337618,0.19871798847888167,112
california,800,0.001,smart_trend,20,0.11107285500490915,0.007854254213312983,0.004136991808337618,0.19871798847888167,112
california,800,0.001,smart_meta,18,0.1196321027195516,0.007854254213312983,0.004136991808337618,0.19871798847888167,112
california,800,0.001,param,22,0.11064499985701626,0.007854254213312983,0.004136991808337618,0.19871798847888167,112
california,800,0.0003,early,57,0.03821982803816715,0.03217979034478369,0.005369243431095426,0.16573159783756014,113
california,800,0.0003,smart_trend,30,0.06731538410210958,0.03217979034478369,0.005369243431095426,0.16573159783756014,113
california,800,0.0003,smart_meta,30,0.06731538410210958,0.03217979034478369,0.005369243431095426,0.16573159783756014,113
california,800,0.0003,param,11,0.1388548428608195,0.03217979034478369,0.005369243431095426,0.16573159783756014,113
california,2000,0.0003,early,140,0.0,0.0,0.00048797278323662853,0.4023511524675175,114
california,2000,0.0003,smart_trend,43,0.11358693890779459,0.0,0.00048797278323662853,0.4023511524675175,114
california,2000,0.0003,smart_meta,65,0.07487426959116172,0.0,0.00048797278323662853,0.4023511524675175,114
california,2000,0.0003,param,40,0.11968214704452518,0.0,0.00048797278323662853,0.4023511524675175,114
california,300,0.005,early,6,0.0,0.5262230849502196,0.3061534069291256,1.7854392325301034,115
california,300,0.005,smart_trend,11,0.0,0.5262230849502196,0.3061534069291256,1.7854392325301034,115
california,300,0.005,smart_meta,11,0.0,0.5262230849502196,0.3061534069291256,1.7854392325301034,115
california,300,0.005,param,11,0.0,0.5262230849502196,0.3061534069291256,1.7854392325301034,115
california,2000,0.0003,early,7,0.22086981802930206,0.5533539541580828,0.10687481470544868,2.378248300587013,116
california,2000,0.0003,smart_trend,11,0.22086981802930206,0.5533539541580828,0.10687481470544868,2.378248300587013,116
california,2000,0.0003,smart_meta,11,0.22086981802930206,0.5533539541580828,0.10687481470544868,2.378248300587013,116
california,2000,0.0003,param,11,0.22086981802930206,0.5533539541580828,0.10687481470544868,2.378248300587013,116
california,6000,0.003,early,32,0.016125735174964406,0.02530979933533639,0.012573315593208833,0.12419730775378846,117
california,6000,0.003,smart_trend,20,0.031068660813863613,0.02530979933533639,0.012573315593208833,0.12419730775378846,117
california,6000,0.003,smart_meta,19,0.031068660813863613,0.02530979933533639,0.012573315593208833,0.12419730775378846,117
california,6000,0.003,param,24,0.01878761665093842,0.02530979933533639,0.012573315593208833,0.12419730775378846,117
california,800,0.001,early,7,0.053381328224046065,0.4692963332745712,0.1365885781244374,1.2565762968228693,118
california,800,0.001,smart_trend,11,0.053381328224046065,0.4692963332745712,0.1365885781244374,1.2565762968228693,118
california,800,0.001,smart_meta,14,0.053381328224046065,0.4692963332745712,0.1365885781244374,1.2565762968228693,118
california,800,0.001,param,11,0.053381328224046065,0.4692963332745712,0.1365885781244374,1.2565762968228693,118
california,800,0.005,early,6,0.4511881952586576,1.801921618921427,0.3097455486745107,5.070724269683923,119
california,800,0.005,smart_trend,11,0.4511881952586576,1.801921618921427,0.3097455486745107,5.070724269683923,119
california,800,0.005,smart_meta,19,0.4511881952586576,1.801921618921427,0.3097455486745107,5.070724269683923,119
california,800,0.005,param,11,0.4511881952586576,1.801921618921427,0.3097455486745107,5.070724269683923,119
california,6000,0.0005,early,6,0.2232817638479796,0.18409122111810317,0.020092018410525117,0.594315304633634,120
california,6000,0.0005,smart_trend,32,0.05344281125187078,0.18409122111810317,0.020092018410525117,0.594315304633634,120
california,6000,0.0005,smart_meta,11,0.2232817638479796,0.18409122111810317,0.020092018410525117,0.594315304633634,120
california,6000,0.0005,param,11,0.2232817638479796,0.18409122111810317,0.020092018410525117,0.594315304633634,120
california,300,0.005,early,14,0.0,0.17120713351952332,0.04804535660927963,0.0,121
california,300,0.005,smart_trend,12,0.0,0.17120713351952332,0.04804535660927963,0.0,121
california,300,0.005,smart_meta,12,0.0,0.17120713351952332,0.04804535660927963,0.0,121
california,300,0.005,param,12,0.0,0.17120713351952332,0.04804535660927963,0.0,121
california,2000,0.005,early,6,0.5545077068260458,3.6924982524214864,0.50812467927063,0.2592010073248258,122
california,2000,0.005,smart_trend,17,0.006607161581209997,3.6924982524214864,0.50812467927063,0.2592010073248258,122
california,2000,0.005,smart_meta,41,0.0,3.6924982524214864,0.50812467927063,0.2592010073248258,122
california,2000,0.005,param,11,0.027738353970659713,3.6924982524214864,0.50812467927063,0.2592010073248258,122
california,6000,0.0005,early,88,0.007802768166089935,0.00265984405321823,0.0017958004454803683,0.12787637855053663,123
california,6000,0.0005,smart_trend,32,0.06071205925248069,0.00265984405321823,0.0017958004454803683,0.12787637855053663,123
california,6000,0.0005,smart_meta,37,0.05058561392471428,0.00265984405321823,0.0017958004454803683,0.12787637855053663,123
california,6000,0.0005,param,14,0.10843637698151698,0.00265984405321823,0.0017958004454803683,0.12787637855053663,123
california,800,0.003,early,7,0.0,1.2300821524801306,0.5391374570952294,1.9395253599405247,124
california,800,0.003,smart_trend,11,0.0,1.2300821524801306,0.5391374570952294,1.9395253599405247,124
california,800,0.003,smart_meta,18,0.0,1.2300821524801306,0.5391374570952294,1.9395253599405247,124
california,800,0.003,param,11,0.0,1.2300821524801306,0.5391374570952294,1.9395253599405247,124
california,300,0.001,early,15,0.0,0.3595494388271081,0.15044378679791456,0.0,125
california,300,0.001,smart_trend,14,0.0,0.3595494388271081,0.15044378679791456,0.0,125
california,300,0.001,smart_meta,14,0.0,0.3595494388271081,0.15044378679791456,0.0,125
california,300,0.001,param,11,0.0,0.3595494388271081,0.15044378679791456,0.0,125
california,300,0.001,early,140,0.0,0.0,0.00038047059224325096,0.4490227827021971,126
california,300,0.001,smart_trend,55,0.10401493703947295,0.0,0.00038047059224325096,0.4490227827021971,126
