task,horizon,trend,param
cifar10,9,5.377679053702227e-06,3.076881005803879e-05
cifar10,10,3.7023251946642254e-05,7.316974105838327e-05
cifar10,1,6.781489668219777e-05,7.808145341631997e-05
cifar10,2,7.254548138827327e-05,7.787461960656219e-05
cifar10,3,4.883641725265429e-05,4.922813695510995e-05
cifar10,4,5.8220762678279785e-05,5.3675063864902174e-05
cifar10,5,1.641374018885524e-05,6.930622859644354e-06
cifar10,6,3.096893085842519e-05,1.654839501338103e-05
cifar10,7,4.9350547008514026e-05,2.9992592647636597e-05
cifar10,8,9.668889652469179e-05,7.239352364798108e-05
cifar10,9,7.391058453298281e-05,4.467779314043883e-05
cifar10,10,0.00013138379072729167,9.721358081891443e-05
cifar10,1,2.864648265145225e-05,4.571678089911217e-05
cifar10,2,2.419955574166002e-05,5.0163707808904404e-05
cifar10,3,7.094399674691785e-05,3.4192668036465826e-06
cifar10,4,6.132622459318116e-05,1.3037038957383257e-05
cifar10,5,4.78820269589256e-05,2.6481236591638824e-05
cifar10,6,5.481095958581116e-06,6.888216759198331e-05
cifar10,7,3.319682646612336e-05,4.116643708444106e-05
cifar10,8,1.933896121235224e-05,9.370222476291666e-05
cifar10,9,4.1883846475950035e-05,3.2479417074614386e-05
cifar10,10,6.19467260224545e-05,1.2416537528109923e-05
cifar10,1,4.6744441005257816e-05,1.3535238609240771e-06
cifar10,2,3.712666885152114e-05,1.0971296014660751e-05
cifar10,3,2.3682471217265577e-05,2.441549364891632e-05
cifar10,4,1.8718459783078905e-05,6.68164246492608e-05
cifar10,5,8.997270724463342e-06,3.910069414171855e-05
cifar10,6,4.353851695401226e-05,9.163648182019415e-05
cifar10,7,1.7684290734290015e-05,3.0413674131891882e-05
cifar10,8,3.774717028079448e-05,1.0350794585387419e-05
cifar10,9,2.4820057170933355e-05,2.327790769524854e-05
cifar10,10,3.588566599297447e-05,1.221229887320742e-05
cifar10,1,2.8188493501219275e-05,2.4161110239812868e-05
cifar10,2,8.533372036852746e-05,6.656204124015734e-05
cifar10,3,7.236228572814156e-05,3.88463107326151e-05
cifar10,4,0.00013964236927358086,9.13820984110907e-05
cifar10,5,9.31638574522423e-05,3.0159290722788427e-05
cifar10,6,8.784527377270153e-05,1.0096411176283967e-05
cifar10,7,0.00011551668274952636,2.302352428614509e-05
cifar10,8,0.00011919536979444894,1.1957915464103969e-05
cifar10,9,0.00015607088330568753,3.408913310818621e-05
cifar10,10,0.00010700694886237673,2.9719097202088292e-05
cifar10,1,2.7715730507542245e-05,3.704907971815878e-05
cifar10,2,2.4820057170933355e-05,8.958486739663438e-05
cifar10,3,3.640275051736892e-05,2.8362059708332107e-05
cifar10,4,5.6465630063873385e-05,8.299180161827644e-06
cifar10,5,4.353851695401226e-05,2.1226293271688767e-05
cifar10,6,5.460412577605338e-05,1.0160684449647645e-05
cifar10,7,3.247290813197114e-05,3.229190209372989e-05
cifar10,8,9.628113844224565e-05,3.1516328216544615e-05
cifar10,9,2.25448852635978e-05,8.730969548929883e-05
cifar10,10,7.1357664366433395e-06,5.762904378905769e-05
cifar10,1,6.122280768830227e-05,2.5947738619142724e-05
cifar10,2,8.128568723480673e-05,5.884859072638262e-06
cifar10,3,6.835857412494562e-05,1.8811972182499383e-05
cifar10,4,7.942418294698673e-05,7.746363360458264e-06
cifar10,5,5.72929653029045e-05,2.9877581004540505e-05
cifar10,6,0.000121101195613179,3.393064930573399e-05
cifar10,7,2.2751719073355577e-06,8.489537440010945e-05
cifar10,8,3.195582360757669e-05,5.52147226998683e-05
cifar10,9,7.570117437134673e-05,0.00016287172067879174
cifar10,10,6.47389824541845e-05,2.24315638532605e-05
cifar10,1,1.6555569086804244e-05,1.8227292335122554e-05
cifar10,2,9.118416241706248e-06,7.161683513081433e-06
cifar10,3,3.4878089862731616e-05,2.9292901157163675e-05
cifar10,4,2.5301684470792393e-05,3.4515329153110825e-05
cifar10,5,9.715279521199418e-05,8.431069455273261e-05
cifar10,6,7.110059948869616e-05,5.463004285249148e-05
cifar10,7,0.0001823860534445627,0.0001622870408314149
cifar10,8,4.5574352595974595e-05,2.184688400588367e-05
cifar10,9,2.0142658301949917e-05,7.213266265084135e-06
cifar10,10,9.295702364286976e-05,6.197264309889259e-05
cifar10,1,3.240494845162766e-05,2.8843231865939905e-05
cifar10,2,2.1129551051101424e-05,3.4964998444334595e-05
cifar10,3,0.00010797020346228743,8.386102526150884e-05
cifar10,4,8.856328256959171e-05,5.418037356126771e-05
cifar10,5,0.00020649401135606056,0.00016183737154019113
cifar10,6,7.632758533807474e-05,2.1397214714659896e-05
cifar10,7,5.7541165874844984e-05,7.662935556307906e-06
cifar10,8,0.00013700080604636713,6.152297380766882e-05
cifar10,9,0.00017633468712488035,9.058312407863663e-05
cifar10,10,0.00012724711453194348,3.122182067815435e-05
cifar10,1,0.00012563972035294077,8.396577798644999e-05
cifar10,2,0.00010277276529998958,5.428512628620885e-05
cifar10,3,0.00021724345992601033,0.00016194212426513227
cifar10,4,8.361699974776906e-05,2.1501967439601045e-05
cifar10,5,6.137054612389859e-05,7.55818283136676e-06
cifar10,6,0.00013737015213497264,6.162772653260996e-05
cifar10,7,0.0001732439990532304,9.068787680357778e-05
cifar10,8,0.00012069639229984545,3.13265734030955e-05
cifar10,9,0.0001442636275375154,4.808011199347551e-05
cifar10,10,0.0001319451967820183,2.894798459088105e-05
cifar10,1,0.00010765699797892343,0.00015965622583660603
cifar10,2,3.2783158846607804e-05,1.9216069011074792e-05
cifar10,3,6.184330911757561e-05,9.84408125989301e-06
cifar10,4,7.342600246401118e-06,5.934182810408372e-05
cifar10,5,3.640275051736892e-05,8.840197837505152e-05
cifar10,6,2.2958552883113355e-05,2.9040674974569248e-05
cifar10,7,6.205014292733339e-06,4.579421356494926e-05
cifar10,8,2.53371416953278e-05,2.66620861623548e-05
cifar10,9,3.9091590044220036e-05,1.2907637813462566e-05
cifar10,10,5.82237174468145e-05,6.224489589131895e-06
cifar10,1,2.9060150270967805e-05,1.2706922996105873e-05
cifar10,2,4.012575909300892e-05,5.6478986367870855e-05
cifar10,3,6.918590936397672e-05,8.553913663883865e-05
cifar10,4,9.824605963494453e-06,2.6177833238356385e-05
cifar10,5,2.6578144553874467e-05,4.29313718287364e-05
cifar10,6,7.446017151280007e-06,2.3799244426141938e-05
cifar10,7,6.308431197612228e-06,1.0044796077249703e-05
cifar10,8,2.544055860020669e-05,9.087331325344759e-06
cifar10,9,4.5193187432074485e-05,2.8839960157212553e-05
cifar10,10,2.9680651700241136e-05,1.3327424425379207e-05
cifar10,1,4.156473145513136e-05,8.486024594973643e-05
cifar10,2,5.291990761187357e-06,2.5498942549254156e-05
cifar10,3,2.3966129013356216e-05,4.225248113963417e-05
cifar10,4,1.733858279492531e-05,2.312035373703971e-05
cifar10,5,1.6088715630389263e-05,9.365905388147476e-06
cifar10,6,9.461169411958359e-06,9.766222014446985e-06
cifar10,7,2.213121764254121e-06,2.951885084631478e-05
cifar10,8,3.0230238680251026e-05,1.4006315114481434e-05
cifar10,9,2.1120686744726784e-05,3.562044823416923e-05
cifar10,10,2.4184781898408596e-05,9.343049806146817e-05
cifar10,1,2.7505941929057134e-05,4.0593139591025875e-05
cifar10,2,1.9126217865332416e-05,2.1461012188431413e-05
cifar10,3,1.61241728551173e-05,7.706563839539178e-06
cifar10,4,7.744448791392586e-06,1.1425563563055284e-05
cifar10,5,1.255776701798092e-06,3.117819239492308e-05
cifar10,6,2.5009162368712372e-05,1.5665656663089732e-05
cifar10,7,1.4147432587894322e-05,3.727978978277753e-05
cifar10,8,3.29102139007275e-05,9.508983961007646e-05
cifar10,9,3.2859982833518555e-05,4.0072046214507534e-05
cifar10,10,9.821651194844168e-05,1.4532079561545851e-05
cifar10,1,1.3754448348892234e-05,6.8007477075811615e-06
cifar10,2,3.28865757514867e-05,1.23313796950133e-05
cifar10,3,5.263920458335449e-05,3.208400852688109e-05
cifar10,4,3.712666885152114e-05,1.657147279504775e-05
cifar10,5,5.874080197120894e-05,3.818560591473554e-05
cifar10,6,0.00011655085179850788,9.599565574203449e-05
cifar10,7,6.153305840293895e-05,4.097786234646555e-05
cifar10,8,6.928932626885561e-06,1.3626263429587834e-05
cifar10,9,8.376769295190007e-06,2.8931965351663405e-05
cifar10,10,2.2648302168476686e-05,2.0931061120032904e-06
cifar10,1,4.305098011650593e-06,3.2005793399171925e-05
cifar10,2,2.6654968540399957e-05,1.6493257667338576e-05
cifar10,3,2.0488366240929363e-05,3.8107390787026375e-05
cifar10,4,2.1874152766152373e-05,9.591744061432531e-05
cifar10,5,4.859117144963377e-05,4.0899647218756375e-05
cifar10,6,0.00011864282804590435,1.3704478557297005e-05
cifar10,7,0.0001493960607881971,2.9010180479372575e-05
cifar10,8,0.00013381852014474762,2.014890984294119e-06
cifar10,9,0.00017253485456271485,2.12539126134559e-05
cifar10,10,0.00014485753604843535,2.1870936721040804e-05
cifar10,1,8.518598193139012e-06,3.743821998004742e-05
cifar10,2,5.32331130940818e-05,9.524826980734635e-05
cifar10,3,1.4880215228035926e-05,4.023047641177742e-05
cifar10,4,8.257987593044546e-05,1.4373649364275961e-05
cifar10,5,0.00011098111277906982,2.967935128635153e-05
cifar10,6,9.305157624175928e-05,1.345720177315163e-06
cifar10,7,0.0001294159147660581,2.1923083420434856e-05
cifar10,8,9.938660035791753e-05,2.1201765914061848e-05
cifar10,9,0.00016563842439221526,3.195452319368709e-05
cifar10,10,0.00022878774127995367,8.200830515506935e-05
cifar10,1,7.147585511494897e-05,3.8449689420652806e-05
cifar10,2,0.00014253804261038237,1.6154436355400575e-05
cifar10,3,0.00017430180625164536,3.146013827747614e-05
cifar10,4,0.00015973479650735868,4.350668138094488e-07
cifar10,5,0.00019946166182448875,2.370387041155947e-05
cifar10,6,0.00017279487420937206,1.9420978922937236e-05
cifar10,7,0.00024240922503650103,3.37353101848117e-05
cifar10,8,0.0003089210687170707,8.378909214619396e-05
cifar10,9,0.0003256893811510874,8.409934286083064e-05
cifar10,10,0.0002453492199038273,1.2698880105809452e-05
cifar10,1,1.5305701922075568e-05,3.1751394262681443e-05
cifar10,2,1.5719369541591124e-05,7.263227990147518e-07
cifar10,3,7.549434056158896e-06,2.3995126396764772e-05
cifar10,4,3.557541527833781e-05,1.9129722937731932e-05
cifar10,5,1.7580873829411127e-05,3.4026566170017006e-05
cifar10,6,6.76346557907934e-05,8.408034813139927e-05
cifar10,7,6.794490650543006e-05,8.439059884603593e-05
cifar10,8,2.8853316461210027e-05,1.240762412060415e-05
cifar10,9,4.477951981255893e-05,6.122521215316481e-05
cifar10,10,3.0197736224635583e-05,1.3752043884029706e-05
cifar10,1,2.326880359775002e-05,2.3581722158297863e-05
cifar10,2,1.9856045736746683e-05,1.954312717619884e-05
cifar10,3,3.3300243371002255e-05,3.36131619315501e-05
cifar10,4,8.335402533238452e-05,8.366694389293236e-05
cifar10,5,8.366427604702118e-05,8.397719460756903e-05
cifar10,6,1.3133946919618901e-05,1.2821028359071059e-05
cifar10,7,6.049888935415005e-05,6.0811807914697895e-05
cifar10,8,1.4478366683044457e-05,1.4165448122496615e-05
cifar10,9,9.348888201051563e-05,9.380180057106348e-05
cifar10,10,2.0476547166020018e-05,2.078946572656786e-05
cifar10,1,5.3156289107748935e-05,3.356266490167869e-05
cifar10,2,0.00010321007106913121,8.361644686306097e-05
cifar10,3,0.00010352032178376787,8.392669757769763e-05
cifar10,4,6.722098817127784e-06,1.2871525388942458e-05
cifar10,5,8.035493509089673e-05,6.07613108848265e-05
cifar10,6,5.377679053702227e-06,1.4215945152368014e-05
cifar10,7,0.00011334492774726232,9.375130354119208e-05
cifar10,8,4.0332592902766704e-05,2.073896869669646e-05
cifar10,9,9.348888201051563e-05,7.389525780444539e-05
cifar10,10,5.72929653029045e-05,3.7699341096834255e-05
cifar10,1,3.102507146366669e-07,8.250665344735814e-05
cifar10,2,9.648797225200342e-05,1.4291569519281945e-05
cifar10,3,2.2855135978234464e-05,5.934126675448701e-05
cifar10,4,9.783239201542897e-05,1.5635989282707503e-05
cifar10,5,1.013485667813112e-05,9.233125941085259e-05
cifar10,6,6.28774781663645e-05,1.9318924566356974e-05
cifar10,7,9.721189058615564e-06,7.247521367410592e-05
cifar10,8,4.591710576622671e-05,3.627929696649477e-05
cifar10,9,4.343510004913337e-05,3.8761302683588104e-05
cifar10,10,3.040457003439336e-05,0.00011260097276711484
cifar10,1,7.363283627376896e-05,5.853427061420963e-05
cifar10,2,1.3444197634255568e-06,1.6442985422984883e-05
cifar10,3,0.00010662282893013453,9.152426327057521e-05
cifar10,4,3.361049408563892e-05,1.8511928426079593e-05
cifar10,5,8.676678319338786e-05,7.166821753382853e-05
cifar10,6,5.057086648577671e-05,3.5472300826217386e-05
cifar10,7,5.305287220287005e-05,3.7954306543310724e-05
cifar10,8,0.00012689254228639678,0.00011179397662683746
cifar10,9,2.44063895514178e-05,9.307823891858473e-06
cifar10,10,3.8884756234462254e-05,2.378619057490293e-05
cifar10,1,0.00011951743958418759,9.103732462296111e-05
cifar10,2,5.8055295630319465e-05,1.8024989778465492e-05
cifar10,3,0.00012276177562869589,7.118127888621442e-05
cifar10,4,9.811604981171224e-05,3.498536217860328e-05
cifar10,5,0.00011214824641943307,3.746736789569662e-05
cifar10,6,0.0001975381073935873,0.00011130703797922335
cifar10,7,0.00010660214554923581,8.820885244244372e-06
cifar10,8,0.00013263070312290775,2.329925192728883e-05
cifar10,9,0.00020323194669938087,8.235030461313444e-05
cifar10,10,0.00016131559776762276,2.8883764790748835e-05
cifar10,1,5.518621521206397e-05,6.994925135210442e-05
cifar10,2,2.1020224608767863e-05,3.3753334644493275e-05
cifar10,3,2.553215643036886e-05,3.623534036158661e-05
cifar10,4,0.00010140175261821063,0.00011007501044511334
cifar10,5,9.455259875466831e-07,7.5888577101343636e-06
cifar10,6,1.7453818774906176e-05,2.206722439317882e-05
cifar10,7,7.853479756506682e-05,8.111827707902443e-05
cifar10,8,2.7098183847188877e-05,2.7651737256638826e-05
cifar10,9,1.0823317787940563e-05,9.346945093075477e-06
cifar10,10,2.46870925787811e-05,2.8193391377961225e-05
cifar10,1,2.4820057170933354e-06,3.5090043975236475e-05
cifar10,2,7.632167580062007e-05,0.00010892971405876321
cifar10,3,2.616447693435891e-05,6.4435613237842255e-06
cifar10,4,1.1686110251314454e-05,2.092192800682868e-05
cifar10,5,4.7364942434531154e-05,7.997298069267428e-05
cifar10,6,6.10159738785445e-06,2.6506440870288688e-05
cifar10,7,2.44063895514178e-05,8.201648706725339e-06
cifar10,8,6.19467260224545e-05,2.9338687764311363e-05
cifar10,9,6.85654079347034e-05,3.595736967656026e-05
cifar10,10,1.3961282158650012e-05,1.8646756099493126e-05
cifar10,1,0.00010248615273497898,4.887143082891803e-06
cifar10,2,8.800778605193452e-05,1.9365509765936262e-05
cifar10,3,2.8956733366088914e-05,7.841656245178186e-05
cifar10,4,8.242327318847452e-05,2.4950022629396265e-05
cifar10,5,0.00010072806535203787,6.6452304658329165e-06
cifar10,6,0.00013826840182307455,3.089510600520378e-05
cifar10,7,0.00014488708373532345,3.7513787917452676e-05
cifar10,8,9.028295795927008e-05,1.7090337858600703e-05
cifar10,9,0.00011510301513020343,7.729719312332652e-06
cifar10,10,6.639365293224672e-05,4.097964288562406e-05
cifar10,1,6.602430684344859e-05,7.815996066994712e-05
cifar10,2,1.9531021178665965e-05,2.469342084756152e-05
cifar10,3,8.199483172705593e-06,6.38862868399817e-06
cifar10,4,2.2367599140920756e-05,3.115170778703853e-05
cifar10,5,2.201302689556667e-05,3.7770389699287426e-05
cifar10,6,3.956435303808969e-05,1.6833736076765955e-05
cifar10,7,2.1717550024759315e-05,7.986321094167398e-06
cifar10,8,7.7400166380319e-05,4.0723041103789314e-05
cifar10,9,0.0001835502323167765,0.00013989985288264385
cifar10,10,6.466511323657897e-05,1.4041479645035954e-05
cifar10,1,1.5010225051075584e-05,5.3231869261877765e-06
cifar10,2,4.925599440943189e-05,3.221714954484892e-05
cifar10,3,5.258010920919302e-05,3.8835831457097816e-05
cifar10,4,5.318583679540756e-06,1.5768294318955565e-05
cifar10,5,1.6206906378904833e-05,9.051762851977791e-06
cifar10,6,3.579702293153964e-05,3.965759934597892e-05
cifar10,7,0.00013826840182307455,0.00013883441112483346
cifar10,8,1.5704595697954442e-05,1.297603788722556e-05
cifar10,9,4.68330840663074e-06,1.0706433330040015e-05
cifar10,10,3.2930897282204116e-05,4.2248589318101154e-05
cifar10,1,1.1109930353143797e-06,3.856277160677336e-05
cifar10,2,6.344479375893103e-05,1.6041354169280022e-05
cifar10,3,4.6354411535560956e-05,8.778703001653333e-06
cifar10,4,0.00010279344868108094,3.993065919630338e-05
cifar10,5,0.00020969993540749873,0.0001391074709751579
cifar10,6,9.157123711745412e-05,1.3249097737550019e-05
cifar10,7,7.56184408475592e-05,1.0433373479715558e-05
cifar10,8,5.180595980706133e-05,4.1975529467776694e-05
cifar10,9,8.383860740116352e-05,1.7672556821237786e-05
cifar10,10,0.00012724711453194348,1.8006275361978912e-05
cifar10,1,9.632545997180728e-06,8.554923072224261e-06
cifar10,2,5.426432737452861e-05,4.015443912573245e-05
cifar10,3,0.00016862865032713577,0.00013933125090458698
cifar10,4,5.7957788263087874e-05,1.347287766697909e-05
cifar10,5,4.946282821957493e-05,1.0209593550286486e-05
cifar10,6,3.310818340526641e-05,4.175174953834762e-05
cifar10,7,7.259866722555795e-05,1.7448776891808714e-05
cifar10,8,0.00012346501058252727,1.8230055291407984e-05
cifar10,9,6.998369691669762e-05,5.0438769548174296e-05
cifar10,10,5.7248643773150224e-05,7.836133386547432e-05
cifar10,1,9.917681177885453e-05,0.00013902323488086178
cifar10,2,2.6681561458753358e-05,1.3164861643253876e-05
cifar10,3,5.0364032676018935e-05,1.0517609574011701e-05
cifar10,4,8.190618866408007e-05,4.205976556207284e-05
cifar10,5,5.760321601754116e-05,1.775679291553393e-05
cifar10,6,2.1924383834324465e-05,1.792203926768277e-05
cifar10,7,9.059320867390675e-05,5.0746785571899515e-05
cifar10,8,0.00011851577299120677,7.866934988919954e-05
cifar10,9,7.259866722498006e-05,3.2752244122972834e-05
cifar10,10,2.7922564317300023e-05,1.1923858784707207e-05
cifar10,1,2.3682471217265577e-05,1.19732553530544e-05
cifar10,2,5.5224627205326716e-05,4.351541134111554e-05
cifar10,3,3.0921654558787805e-05,1.921243869457663e-05
cifar10,4,4.757177624428893e-06,1.646639348864007e-05
cifar10,5,6.391164721515338e-05,5.2202431350942215e-05
cifar10,6,9.183421153245342e-05,8.012499566824224e-05
cifar10,7,4.591710576622671e-05,3.420788990201553e-05
cifar10,8,1.2410028585466677e-06,1.0468213005664509e-05
cifar10,9,4.633077338574226e-05,3.4621557521531084e-05
cifar10,10,9.824605963494453e-06,1.8846099007167231e-06
cifar10,1,3.695824703502611e-05,1.8691655060090597e-05
cifar10,2,8.529235360673e-05,1.69871771231261e-05
cifar10,3,2.92788031554423e-05,5.168164771645618e-05
cifar10,4,1.4011513226629474e-05,7.960421203375621e-05
cifar10,5,7.258389338134338e-05,3.36871062675295e-05
cifar10,6,0.00012991527067751063,1.0988996640150539e-05
cifar10,7,9.74807745386096e-05,3.410077388704506e-05
cifar10,8,0.0001466422163493446,2.4053935352027537e-06
cifar10,9,0.0001282724192741651,2.861967792846394e-05
cifar10,10,0.0001278971636479123,4.165020794320395e-05
cifar10,1,4.781702204730945e-05,5.166605928794338e-05
cifar10,2,5.488778357233665e-05,7.95886236052434e-05
cifar10,3,1.1881124986162887e-05,3.367151783901669e-05
cifar10,4,7.740903068611576e-05,1.1004585068663345e-05
cifar10,5,5.317106295119299e-05,3.408518545853225e-05
cifar10,6,0.00011052903316571362,2.42098196371556e-06
cifar10,7,0.00010035576449431976,2.8604089499951134e-05
cifar10,8,0.00010817703727204521,4.163461951469114e-05
cifar10,9,0.00013647485721559805,3.4188602363411136e-05
cifar10,10,0.0001560856571493242,3.5429605221957805e-05
cifar10,1,5.5378275178185066e-05,3.248414733600579e-05
cifar10,2,0.00010951554749782347,1.2191955571674249e-05
cifar10,3,7.388694638277886e-05,3.289781495552135e-05
cifar10,4,0.00011985428321698503,3.608352466726464e-06
cifar10,5,9.829038116527669e-05,2.741671899694023e-05
cifar10,6,9.472102056249504e-05,4.044724901168024e-05
cifar10,7,0.00011162820712592604,3.3001231860400235e-05
cifar10,8,0.00011984837367933773,3.4242234718946904e-05
cifar10,9,0.00014182298858164165,2.1728789228601335e-05
cifar10,10,0.00015386958061557222,1.914336660662911e-05
cifar10,1,4.418856607036633e-05,3.271737539100073e-05
cifar10,2,6.781194191481884e-06,3.7887920312470783e-06
cifar10,3,3.6905061198319314e-05,2.7236279432419615e-05
cifar10,4,4.903438675642269e-05,4.0266809447159626e-05
cifar10,5,4.068716514831342e-05,3.282079229587962e-05
cifar10,6,4.1026963550223445e-05,3.406179515442629e-05
cifar10,7,2.7612313603048616e-05,2.154834966408072e-05
cifar10,8,2.4125686524439755e-05,1.8962927042108496e-05
cifar10,9,9.972344398512872e-06,1.4233899424014866e-05
cifar10,10,1.2321385523453955e-05,1.568173609231931e-05
cifar10,1,3.102507146366669e-05,2.6983824508863672e-05
cifar10,2,4.4055601478406704e-05,4.0014354523603684e-05
cifar10,3,3.66095843271267e-05,3.256833737232368e-05
cifar10,4,3.785058718567337e-05,3.380934023087035e-05
cifar10,5,2.53371416953278e-05,2.129589474052478e-05
cifar10,6,2.2751719073355577e-05,1.8710472118552554e-05
cifar10,7,1.0445107392767787e-05,1.4486354347570807e-05
cifar10,8,1.1892944061072232e-05,1.5934191015875254e-05
cifar10,9,5.1294784819928935e-05,5.5336031774731955e-05
cifar10,10,0.00010062464844715898,0.000104665895401962
cifar10,1,1.0935598998808833e-05,3.199348390297383e-05
cifar10,2,1.318417798779099e-05,3.3234486761520496e-05
cifar10,3,2.9187205325665385e-05,2.0721041271174927e-05
cifar10,4,3.526220979516644e-05,1.8135618649202702e-05
cifar10,5,7.194861810881863e-05,1.5061207816920662e-05
cifar10,6,7.68860366246519e-05,1.6509044485225105e-05
cifar10,7,0.00011977745923103742,5.5910885244081806e-05
cifar10,8,0.0001725969047057963,0.00010524074887131185
cifar10,9,0.00012479170173339618,5.394596405138292e-05
cifar10,10,2.807030275328159e-05,4.626501677626051e-05
cifar10,1,1.6215770685086844e-05,2.0170618468556823e-05
cifar10,2,2.2503518501607716e-05,1.7585195846584598e-05
cifar10,3,5.9402670162472355e-05,1.5611630619538763e-05
cifar10,4,6.455283202532546e-05,1.705946728784321e-05
cifar10,5,0.00010765699797892343,5.646130804669991e-05
cifar10,6,0.00016068918680070212,0.00010579117167392996
cifar10,7,0.00011309672717551447,5.4496386854001024e-05
cifar10,8,1.6588071542419688e-05,4.57145939736424e-05
cifar10,9,0.00013570366258200108,6.96986718711977e-05
cifar10,10,8.190618866388745e-05,1.2198872758535427e-05
cifar10,1,3.319682646612336e-05,1.5924793256435137e-05
cifar10,2,3.464466313442781e-05,1.7372629924739583e-05
cifar10,3,7.404650389328451e-05,5.677447068359629e-05
cifar10,4,0.00012337636752051456,0.00010610433431082632
cifar10,5,7.208158270058562e-05,5.4809549490897394e-05
cifar10,6,2.81293981270578e-05,4.5401431336746026e-05
cifar10,7,8.72838677177823e-05,7.001183450809407e-05
cifar10,8,2.9784068605120027e-05,1.2512035395431803e-05
cifar10,9,1.0858775012283343e-05,6.413258197404882e-06
cifar10,10,3.2989992656365586e-05,1.5717959446677362e-05
cifar10,1,3.9401840758856704e-05,5.6502759371085675e-05
cifar10,2,8.873170438608675e-05,0.00010583262299831572
cifar10,3,3.743691956615781e-05,5.453783817838678e-05
cifar10,4,6.277406126148561e-05,4.567314264925664e-05
cifar10,5,5.263920458335449e-05,6.974012319558346e-05
cifar10,6,4.860594529307782e-06,1.224032408292119e-05
cifar10,7,2.3785888122144464e-05,6.684969509915494e-06
cifar10,8,1.6546704780622237e-06,1.544624813416675e-05
cifar10,9,1.1479276441556678e-05,5.621642170672294e-06
cifar10,10,8.883512129096563e-05,7.173420267873666e-05
cifar10,1,5.1294784819928935e-05,5.323439388832288e-05
cifar10,2,0.00015150576564757235,4.697658693932054e-05
cifar10,3,3.6092499802732254e-05,6.843667890551956e-05
cifar10,4,9.359229891539453e-05,1.0936879792857287e-05
cifar10,5,0.0001125175925082312,7.988413799979396e-06
cifar10,6,9.038637486414897e-05,1.4142803844102846e-05
cifar10,7,0.00010021098082764342,4.318197880608392e-06
cifar10,8,0.00017756682567705238,7.303764696880057e-05
cifar10,9,7.13576643664334e-05,3.3171514341818415e-05
cifar10,10,7.818318008844007e-05,2.6345998619811744e-05
cifar10,1,0.0003413437057843647,0.026853343727876216
cifar10,2,0.02067360029833616,0.009838460424710557
cifar10,3,0.010353677719098592,0.023475756293334458
cifar10,4,0.04770344698785782,0.010556639686038637
cifar10,5,0.0412130484815822,0.0007488678903766811
cifar10,6,0.007500435349050724,0.03628111853154093
cifar10,7,0.010927926781426569,0.036171000388551415
cifar10,8,0.014260445259533325,0.0361558551998308
cifar10,9,0.025183648184478036,0.02855002556427242
cifar10,10,0.034253563814658265,0.022797483223478326
cifar10,1,0.004569426641919491,0.019398858506209527
cifar10,2,0.03853083856415801,0.014633537473163566
cifar10,3,0.03779093599520047,0.0048257656775016105
cifar10,4,0.009828818799987265,0.032204220744416
cifar10,5,0.01900680616968119,0.03209410260142649
cifar10,6,0.02808982058510622,0.03207895741270587
cifar10,7,0.04476351944736881,0.02447312777714749
cifar10,8,0.059583931014867315,0.018720585436353396
cifar10,9,0.05776283025113212,0.029609555426792996
cifar10,10,0.05993690406199067,0.03650335084263886
cifar10,1,0.009807771795661955,0.00525898032055731
cifar10,2,0.046837758217579566,0.0317710061013603
cifar10,3,0.04672764007459006,0.03166088795837079
cifar10,4,0.046712494885869434,0.03164574276965017
cifar10,5,0.039106665250311055,0.02403991313409179
cifar10,6,0.03335412290951696,0.0182873707932977
cifar10,7,0.044243092899956565,0.0291763407837373
cifar10,8,0.051136888315802424,0.036070136199583165
cifar10,9,0.0521538246334391,0.03708707251721984
cifar10,10,0.042549776661053834,0.027483024544834568
cifar10,1,0.000110118142989513,0.016955919277313842
cifar10,2,0.0001252633317101337,0.015132416398438582
cifar10,3,0.007731092967268513,0.005721590426968544
cifar10,4,0.013483635308062604,0.0018325931435404226
cifar10,5,0.0025946653176230046,0.007258084486948833
cifar10,6,0.0042991300982228595,0.012356930187768638
cifar10,7,0.005316066415859536,0.011582253222033947
cifar10,8,0.004287981556525736,0.0001899221962118945
cifar10,9,0.0049778238677656746,0.002284879128723174
cifar10,10,0.004600666598653551,0.0055119701850562235
cifar10,1,0.01448049824064902,0.0017444024395064529
cifar10,2,0.027107709186533557,0.009924094094494091
cifar10,3,0.023093407801184598,0.0014561483825561057
cifar10,4,0.023074280990429373,0.0030227323336382453
cifar10,5,0.02893201327788314,0.0016308481126386242
cifar10,6,0.04541072985535905,0.010375941616295976
cifar10,7,0.05297524077168963,0.01346246224211606
cifar10,8,0.05027141891036085,0.006274601949714261
cifar10,9,0.059708464132121504,0.011221575862632071
cifar10,10,0.05919764456255446,0.006214667330728458
cifar10,1,0.008188303376761144,0.0010449630651221044
cifar10,2,0.012381432178928356,0.005712580067013148
cifar10,3,0.010697701882886579,0.004508503283793849
cifar10,4,0.0016070127031771494,0.00731140446121847
cifar10,5,0.00499752162809574,0.01021196517391911
cifar10,6,0.0018803022246450302,0.002839063667112764
cifar10,7,0.003382741005703636,0.007601911703187345
cifar10,8,0.0013020805552755904,0.002411789281751053
cifar10,9,0.007433102364196847,0.01063657752105651
cifar10,10,0.004155416080253819,0.00684341455622399
cifar10,1,0.0007630650917073905,0.0032055107080665064
cifar10,2,0.009094854106607365,0.008703117755567086
